Edge,Ollivier-Ricci Curvature
"('4', '110')",-0.4964285714285681
"('4', '114')",-0.5529411764705847
"('4', '117')",-0.5904761904761882
"('4', '122')",-0.47380952380952057
"('4', '138')",-0.4285714285714257
"('4', '157')",-0.5785714285714247
"('4', '159')",-0.47499999999999676
"('4', '168')",-0.49285714285713933
"('4', '170')",-0.42142857142856815
"('4', '177')",-0.535714285714282
"('4', '190')",-0.3214285714285685
"('4', '192')",-0.4785714285714251
"('4', '197')",-0.5999999999999963
"('4', '199')",-0.521428571428568
"('4', '201')",-0.6690476190476149
"('4', '211')",-0.6214285714285679
"('4', '227')",-0.49285714285713933
"('4', '231')",-0.5523809523809489
"('4', '238')",-0.42142857142856815
"('4', '243')",-0.3214285714285685
"('4', '300')",-0.3999999999999968
"('4', '325')",-0.6142857142857108
"('4', '342')",-0.5071428571428536
"('4', '346')",-0.5428571428571394
"('4', '360')",-0.4535714285714254
"('4', '391')",-0.539285714285711
"('4', '415')",-0.364285714285711
"('4', '442')",-0.489285714285711
"('4', '455')",-0.39285714285713946
"('4', '468')",-0.5178571428571395
"('4', '470')",-0.628571428571425
"('4', '474')",-0.5428571428571396
"('4', '481')",-0.6428571428571388
"('4', '492')",-0.5428571428571396
"('4', '541')",-0.17619047619047312
"('4', '544')",-0.4535714285714254
"('4', '548')",-0.507142857142854
"('4', '557')",-0.5738095238095196
"('4', '588')",-0.614285714285711
"('4', '589')",-0.5857142857142819
"('4', '593')",-0.43214285714285405
"('4', '627')",-0.5309523809523768
"('4', '660')",-0.5714285714285678
"('4', '737')",-0.5380952380952342
"('4', '738')",-0.5023809523809488
"('4', '779')",-0.4428571428571393
"('4', '824')",-0.3142857142857116
"('4', '847')",-0.49523809523809126
"('4', '874')",-0.6309523809523765
"('4', '888')",-0.4238095238095205
"('4', '902')",-0.5595238095238053
"('5', '6')",-0.36999999999999833
"('5', '8')",-0.5305263157894733
"('5', '9')",-0.45529411764705885
"('5', '14')",-0.530344827586207
"('5', '17')",-0.528064516129032
"('5', '18')",-0.4318181818181821
"('5', '23')",-0.3233333333333339
"('5', '25')",-0.45048780487804874
"('5', '28')",-0.5016666666666674
"('5', '37')",-0.4936363636363643
"('5', '49')",-0.6271428571428574
"('5', '51')",-0.5000000000000004
"('5', '83')",-0.552307692307693
"('5', '86')",-0.4928571428571433
"('5', '92')",-0.5457142857142865
"('5', '97')",-0.610000000000001
"('5', '113')",-0.6400000000000006
"('5', '132')",-0.41000000000000036
"('5', '183')",-0.5933333333333339
"('5', '194')",-0.635714285714287
"('5', '224')",-0.5436363636363648
"('5', '301')",-0.4533333333333338
"('5', '317')",-0.5800000000000007
"('5', '340')",-0.4628571428571435
"('5', '361')",-0.5466666666666669
"('5', '393')",-0.5600000000000003
"('5', '403')",-0.6625000000000008
"('5', '440')",-0.5400000000000007
"('5', '442')",-0.46500000000000075
"('5', '476')",-0.3200000000000005
"('5', '477')",-0.46500000000000075
"('5', '521')",-0.46000000000000063
"('5', '526')",-0.5500000000000007
"('5', '619')",-0.44000000000000083
"('5', '631')",-0.48666666666666747
"('5', '664')",-0.5700000000000012
"('5', '671')",-0.590000000000001
"('5', '701')",-0.3000000000000007
"('5', '760')",-0.38000000000000056
"('5', '764')",-0.47500000000000075
"('5', '799')",-0.5466666666666675
"('5', '810')",-0.4200000000000006
"('5', '877')",-0.36000000000000076
"('5', '916')",-0.5966666666666676
"('5', '945')",-0.5600000000000007
"('5', '958')",-0.5366666666666675
"('5', '984')",-0.5366666666666675
"('6', '11')",-0.4236413043478253
"('6', '12')",-0.38749999999999973
"('6', '14')",-0.45043103448275734
"('6', '15')",-0.47692307692307434
"('6', '17')",-0.4997983870967728
"('6', '21')",-0.5407738095238073
"('6', '24')",-0.4812499999999986
"('6', '26')",-0.4722222222222201
"('6', '27')",-0.5437499999999977
"('6', '29')",-0.5714285714285703
"('6', '32')",-0.46458333333333046
"('6', '36')",-0.5812499999999978
"('6', '41')",-0.516666666666665
"('6', '45')",-0.6345394736842092
"('6', '51')",-0.5124999999999982
"('6', '66')",-0.6211538461538451
"('6', '72')",-0.5573863636363623
"('6', '82')",-0.5354166666666667
"('6', '93')",-0.543749999999998
"('6', '100')",-0.6062499999999988
"('6', '101')",-0.4895833333333328
"('6', '108')",-0.5562499999999981
"('6', '115')",-0.6222222222222205
"('6', '116')",-0.4840277777777764
"('6', '127')",-0.5899038461538448
"('6', '133')",-0.5291666666666657
"('6', '139')",-0.6027777777777767
"('6', '150')",-0.6056818181818171
"('6', '169')",-0.5874999999999984
"('6', '173')",-0.582352941176469
"('6', '175')",-0.5687499999999981
"('6', '182')",-0.5062499999999979
"('6', '192')",-0.4249999999999978
"('6', '209')",-0.49374999999999836
"('6', '214')",-0.48749999999999805
"('6', '230')",-0.5303571428571412
"('6', '245')",-0.5965277777777753
"('6', '251')",-0.5909722222222209
"('6', '254')",-0.5958333333333317
"('6', '266')",-0.5770833333333314
"('6', '291')",-0.4874999999999985
"('6', '301')",-0.504166666666666
"('6', '305')",-0.6812499999999995
"('6', '333')",-0.6062499999999995
"('6', '350')",-0.5437499999999982
"('6', '398')",-0.4187499999999984
"('6', '400')",-0.5749999999999988
"('6', '410')",-0.5937499999999982
"('6', '416')",-0.5374999999999983
"('6', '424')",-0.6374999999999993
"('6', '432')",-0.6249999999999982
"('6', '439')",-0.4166666666666645
"('6', '455')",-0.36874999999999747
"('6', '468')",-0.4937499999999988
"('6', '499')",-0.4999999999999982
"('6', '505')",-0.4666666666666641
"('6', '526')",-0.5562499999999988
"('6', '548')",-0.5624999999999978
"('6', '553')",-0.6062499999999986
"('6', '653')",-0.681249999999999
"('6', '676')",-0.7333333333333325
"('6', '687')",-0.5666666666666653
"('6', '706')",-0.5916666666666659
"('6', '738')",-0.5562499999999986
"('6', '741')",-0.4437499999999983
"('6', '747')",-0.5749999999999984
"('6', '775')",-0.5166666666666642
"('6', '783')",-0.4374999999999982
"('6', '818')",-0.5687499999999988
"('6', '878')",-0.41874999999999796
"('6', '886')",-0.3812499999999974
"('6', '889')",-0.43541666666666434
"('6', '891')",-0.5229166666666651
"('6', '894')",-0.5791666666666653
"('6', '903')",-0.36874999999999747
"('6', '939')",-0.5104166666666645
"('6', '986')",-0.5604166666666659
"('7', '9')",-0.40920716112531963
"('7', '13')",-0.5860869565217397
"('7', '26')",-0.5265700483091789
"('7', '44')",-0.3913043478260867
"('7', '106')",-0.6003344481605346
"('7', '123')",-0.4728260869565215
"('7', '195')",-0.42391304347826075
"('7', '205')",-0.6338672768878717
"('7', '207')",-0.47101449275362284
"('7', '250')",-0.513586956521739
"('7', '259')",-0.6478260869565218
"('7', '303')",-0.47101449275362306
"('7', '366')",-0.5043478260869563
"('7', '381')",-0.610869565217391
"('7', '384')",-0.5942028985507244
"('7', '385')",-0.3405797101449273
"('7', '458')",-0.2971014492753621
"('7', '725')",-0.31884057971014457
"('7', '783')",-0.4076086956521736
"('7', '785')",-0.40579710144927517
"('8', '14')",-0.5490018148820326
"('8', '34')",-0.48684210526315774
"('8', '71')",-0.5621052631578944
"('8', '107')",-0.6535087719298236
"('8', '121')",-0.5350877192982453
"('8', '143')",-0.5175438596491226
"('8', '202')",-0.4868421052631571
"('8', '250')",-0.6184210526315781
"('8', '470')",-0.513157894736842
"('8', '552')",-0.37719298245613997
"('8', '595')",-0.5087719298245608
"('8', '622')",-0.508771929824561
"('8', '704')",-0.40350877192982404
"('8', '779')",-0.3157894736842104
"('8', '881')",-0.5877192982456139
"('8', '989')",-0.5614035087719293
"('10', '13')",-0.5186206896551722
"('10', '19')",-0.5189098998887645
"('10', '40')",-0.5705329153605019
"('10', '48')",-0.48408488063660493
"('10', '143')",-0.49808429118773967
"('10', '166')",-0.5591133004926103
"('10', '191')",-0.510344827586207
"('10', '214')",-0.5103448275862061
"('10', '227')",-0.5103448275862066
"('10', '240')",-0.5301724137931034
"('10', '241')",-0.47335423197492155
"('10', '251')",-0.49808429118773945
"('10', '258')",-0.5812807881773405
"('10', '332')",-0.3706896551724137
"('10', '351')",-0.3793103448275861
"('10', '391')",-0.5603448275862066
"('10', '419')",-0.5114942528735629
"('10', '422')",-0.5114942528735629
"('10', '464')",-0.4597701149425282
"('10', '562')",-0.5431034482758621
"('10', '566')",-0.32758620689655094
"('10', '610')",-0.47586206896551775
"('10', '749')",-0.3103448275862064
"('10', '853')",-0.34482758620689613
"('10', '883')",-0.4252873563218389
"('10', '918')",-0.47701149425287337
"('11', '39')",-0.5391304347826062
"('11', '44')",-0.5108695652173887
"('11', '47')",-0.5724637681159392
"('11', '54')",-0.6321510297482804
"('11', '55')",-0.6149068322981337
"('11', '56')",-0.6353754940711434
"('11', '59')",-0.6062801932367121
"('11', '61')",-0.5468227424749146
"('11', '70')",-0.4728260869565193
"('11', '74')",-0.3695652173913022
"('11', '94')",-0.5615942028985479
"('11', '99')",-0.5706521739130406
"('11', '118')",-0.48369565217391064
"('11', '129')",-0.6287625418060179
"('11', '151')",-0.5615942028985479
"('11', '204')",-0.6832298136645938
"('11', '207')",-0.5543478260869532
"('11', '210')",-0.6195652173913015
"('11', '237')",-0.6552795031055874
"('11', '239')",-0.6369565217391271
"('11', '245')",-0.7246376811594173
"('11', '251')",-0.5929951690821229
"('11', '257')",-0.5760869565217361
"('11', '319')",-0.4293478260869543
"('11', '332')",-0.494565217391302
"('11', '342')",-0.5369565217391277
"('11', '345')",-0.6152173913043446
"('11', '351')",-0.42753623188405543
"('11', '352')",-0.5434782608695621
"('11', '354')",-0.6050724637681129
"('11', '363')",-0.7267080745341592
"('11', '379')",-0.6043478260869535
"('11', '443')",-0.4384057971014468
"('11', '460')",-0.6123188405797075
"('11', '530')",-0.5478260869565192
"('11', '683')",-0.4927536231884031
"('11', '724')",-0.42753623188405565
"('11', '728')",-0.5905797101449248
"('11', '755')",-0.5253623188405769
"('11', '786')",-0.5688405797101419
"('11', '816')",-0.670289855072461
"('11', '827')",-0.5797101449275339
"('11', '856')",-0.5036231884057945
"('12', '21')",-0.43452380952380887
"('12', '43')",-0.38749999999999996
"('12', '130')",-0.375
"('12', '257')",-0.25
"('12', '472')",-0.39583333333333326
"('15', '43')",-0.5269230769230759
"('15', '83')",-0.4230769230769216
"('15', '96')",-0.5874125874125875
"('15', '108')",-0.5692307692307685
"('15', '221')",-0.6576923076923071
"('15', '238')",-0.38846153846153797
"('15', '304')",-0.5934065934065929
"('15', '318')",-0.7038461538461536
"('15', '320')",-0.6703296703296697
"('15', '338')",-0.6510989010989006
"('15', '361')",-0.5192307692307687
"('15', '364')",-0.490384615384615
"('15', '402')",-0.5692307692307685
"('15', '433')",-0.5884615384615377
"('15', '463')",-0.6538461538461529
"('15', '561')",-0.45192307692307665
"('15', '620')",-0.4551282051282035
"('15', '701')",-0.28846153846153744
"('15', '702')",-0.490384615384615
"('15', '758')",-0.397435897435896
"('15', '804')",-0.4551282051282044
"('15', '878')",-0.365384615384615
"('15', '937')",-0.5128205128205114
"('17', '59')",-0.5448028673835115
"('17', '62')",-0.4784946236559129
"('17', '95')",-0.5060483870967727
"('17', '98')",-0.5846774193548376
"('17', '100')",-0.6241935483870957
"('17', '120')",-0.5953079178885625
"('17', '145')",-0.5852534562211973
"('17', '181')",-0.5752688172043001
"('17', '211')",-0.6559139784946224
"('17', '270')",-0.6653225806451599
"('17', '427')",-0.5698924731182786
"('17', '432')",-0.5887096774193539
"('17', '446')",-0.5403225806451604
"('17', '449')",-0.6048387096774184
"('17', '502')",-0.6225806451612894
"('17', '561')",-0.5604838709677411
"('17', '613')",-0.6387096774193539
"('17', '633')",-0.6064516129032249
"('17', '680')",-0.5580645161290314
"('17', '742')",-0.5903225806451604
"('17', '753')",-0.3387096774193541
"('17', '808')",-0.5537634408602141
"('17', '834')",-0.2903225806451606
"('17', '843')",-0.5215053763440851
"('17', '862')",-0.6021505376344074
"('17', '913')",-0.4569892473118269
"('17', '915')",-0.6021505376344074
"('17', '995')",-0.5053763440860208
"('18', '36')",-0.4363636363636363
"('18', '54')",-0.4784688995215305
"('18', '113')",-0.448863636363636
"('18', '253')",-0.5909090909090908
"('18', '643')",-0.39393939393939315
"('18', '748')",-0.30303030303030254
"('18', '983')",-0.0909090909090906
"('18', '990')",-0.18181818181818166
"('22', '20')",-0.5009380863039408
"('22', '24')",-0.5057692307692285
"('22', '35')",-0.5547785547785526
"('22', '42')",-0.5476190476190455
"('22', '56')",-0.536130536130534
"('22', '65')",-0.6025641025641002
"('22', '67')",-0.4538461538461527
"('22', '78')",-0.5598290598290572
"('22', '90')",-0.6461538461538441
"('22', '101')",-0.5160256410256385
"('22', '116')",-0.5512820512820491
"('22', '180')",-0.5897435897435874
"('22', '194')",-0.5805860805860787
"('22', '231')",-0.5512820512820491
"('22', '232')",-0.38461538461538325
"('22', '244')",-0.6076923076923055
"('22', '250')",-0.5977564102564079
"('22', '282')",-0.5192307692307676
"('22', '310')",-0.39743589743589647
"('22', '348')",-0.4967948717948696
"('22', '534')",-0.5512820512820491
"('22', '536')",-0.6589743589743569
"('22', '542')",-0.5512820512820493
"('22', '563')",-0.4839743589743568
"('22', '585')",-0.47115384615384426
"('22', '678')",-0.5256410256410238
"('22', '745')",-0.6346153846153824
"('22', '756')",-0.5352564102564077
"('22', '844')",-0.5846153846153828
"('22', '872')",-0.4487179487179471
"('22', '889')",-0.3717948717948705
"('22', '919')",-0.5769230769230747
"('22', '920')",-0.5384615384615365
"('22', '944')",-0.512820512820511
"('22', '961')",-0.5384615384615365
"('22', '968')",-0.5512820512820495
"('22', '990')",-0.3717948717948707
"('23', '25')",-0.3170731707317076
"('23', '240')",-0.12499999999999956
"('23', '762')",-0.16666666666666652
"('27', '16')",-0.487179487179487
"('27', '41')",-0.4583333333333328
"('27', '77')",-0.5583333333333331
"('27', '102')",-0.3928571428571428
"('27', '308')",-0.12500000000000022
"('27', '386')",-0.2916666666666665
"('27', '478')",-0.34166666666666656
"('27', '608')",-0.375
"('27', '700')",-0.33333333333333304
"('27', '743')",-0.4166666666666663
"('32', '31')",-0.5083333333333306
"('32', '33')",-0.5547619047619037
"('32', '53')",-0.6499999999999979
"('32', '63')",-0.6166666666666649
"('32', '73')",-0.6348484848484832
"('32', '122')",-0.499999999999998
"('32', '141')",-0.5333333333333321
"('32', '148')",-0.5499999999999985
"('32', '158')",-0.46428571428571286
"('32', '178')",-0.5791666666666646
"('32', '179')",-0.5499999999999985
"('32', '191')",-0.43333333333333157
"('32', '234')",-0.49999999999999845
"('32', '273')",-0.4749999999999981
"('32', '310')",-0.43333333333333135
"('32', '357')",-0.5499999999999983
"('32', '369')",-0.5791666666666655
"('32', '375')",-0.5833333333333319
"('32', '412')",-0.5833333333333315
"('32', '454')",-0.349999999999999
"('32', '485')",-0.47499999999999853
"('32', '656')",-0.6166666666666658
"('32', '661')",-0.5333333333333319
"('32', '711')",-0.47499999999999876
"('32', '756')",-0.5083333333333324
"('32', '796')",-0.3166666666666651
"('32', '809')",-0.5166666666666653
"('32', '879')",-0.5666666666666649
"('34', '31')",-0.5249999999999981
"('34', '39')",-0.3500000000000001
"('34', '65')",-0.4374999999999998
"('34', '777')",-0.4375
"('34', '949')",-0.4375
"('34', '991')",-0.3125
"('35', '46')",-0.44155844155844104
"('35', '182')",-0.38181818181818117
"('35', '261')",-0.5397727272727268
"('35', '321')",-0.35227272727272685
"('35', '500')",-0.47727272727272707
"('35', '529')",-0.5681818181818181
"('35', '709')",-0.3068181818181812
"('35', '710')",-0.34848484848484773
"('37', '29')",-0.46103896103896114
"('37', '40')",-0.3636363636363633
"('37', '56')",-0.49999999999999956
"('37', '82')",-0.2651515151515149
"('37', '195')",-0.24999999999999933
"('37', '263')",-0.5909090909090908
"('37', '268')",-0.3181818181818179
"('37', '378')",-0.1818181818181812
"('37', '729')",-0.3181818181818179
"('38', '19')",-0.6180351906158348
"('38', '42')",-0.5357142857142851
"('38', '44')",-0.4090909090909083
"('38', '132')",-0.5075757575757567
"('38', '142')",-0.5416666666666656
"('38', '154')",-0.6643356643356637
"('38', '160')",-0.484848484848484
"('38', '161')",-0.49999999999999933
"('38', '186')",-0.5909090909090899
"('38', '193')",-0.4772727272727264
"('38', '232')",-0.5113636363636354
"('38', '248')",-0.6493506493506487
"('38', '277')",-0.5551948051948044
"('38', '292')",-0.5681818181818175
"('38', '320')",-0.5811688311688303
"('38', '367')",-0.5909090909090899
"('38', '441')",-0.5409090909090901
"('38', '829')",-0.3636363636363631
"('38', '866')",-0.484848484848484
"('38', '974')",-0.5075757575757567
"('40', '45')",-0.562200956937799
"('40', '68')",-0.4363636363636363
"('40', '71')",-0.6036363636363637
"('40', '169')",-0.5181818181818181
"('40', '193')",-0.2727272727272725
"('40', '404')",-0.39772727272727204
"('40', '675')",-0.36363636363636354
"('40', '946')",-0.4848484848484844
"('42', '167')",-0.4047619047619042
"('42', '341')",-0.41428571428571415
"('42', '639')",-0.46428571428571397
"('42', '982')",-0.3809523809523805
"('48', '50')",-0.5489510489510485
"('48', '76')",-0.4145299145299137
"('48', '90')",-0.5807692307692298
"('48', '97')",-0.4923076923076921
"('48', '134')",-0.6410256410256401
"('48', '206')",-0.5076923076923072
"('48', '381')",-0.58076923076923
"('48', '429')",-0.2820512820512817
"('48', '724')",-0.32051282051282004
"('48', '871')",-0.3076923076923068
"('50', '31')",-0.5886363636363621
"('50', '59')",-0.5631313131313123
"('50', '62')",-0.5075757575757567
"('50', '85')",-0.5811688311688303
"('50', '128')",-0.37272727272727213
"('50', '130')",-0.6477272727272718
"('50', '229')",-0.5999999999999992
"('50', '248')",-0.6266233766233757
"('50', '264')",-0.5984848484848475
"('50', '295')",-0.6493506493506487
"('50', '368')",-0.522727272727272
"('50', '448')",-0.5272727272727264
"('50', '511')",-0.29545454545454475
"('50', '515')",-0.5454545454545445
"('50', '612')",-0.6515151515151507
"('50', '703')",-0.5409090909090901
"('50', '707')",-0.6136363636363626
"('50', '720')",-0.5303030303030296
"('50', '736')",-0.46212121212121127
"('50', '852')",-0.4545454545454539
"('64', '14')",-0.2931034482758621
"('64', '178')",-0.1875
"('66', '79')",-0.4807692307692304
"('66', '267')",-0.504273504273504
"('66', '272')",-0.4038461538461533
"('66', '328')",-0.6025641025641018
"('66', '353')",-0.44871794871794823
"('66', '519')",-0.44230769230769207
"('66', '670')",-0.4038461538461533
"('66', '726')",-0.47435897435897423
"('66', '784')",-0.3974358974358967
"('66', '858')",-0.3205128205128198
"('68', '58')",-0.5999999999999999
"('68', '84')",-0.44285714285714284
"('68', '284')",-0.20000000000000018
"('68', '353')",-0.41666666666666674
"('68', '403')",-0.5500000000000005
"('68', '582')",-0.40000000000000036
"('68', '818')",-0.4750000000000001
"('68', '836')",-0.46666666666666723
