Node1,Node2,Bakry-Émery Curvature
2,533,-15.0
2,572,-15.0
2,576,-14.5
2,577,-16.0
2,602,-14.5
2,654,-14.5
2,800,-14.5
2,813,-14.5
2,885,-14.5
2,913,-14.5
3,4,-50.5
3,5,-46.0
3,8,-56.5
3,9,-51.5
3,10,-49.5
3,12,-47.0
3,13,-48.0
3,16,-46.5
3,19,-47.0
3,24,-57.0
3,25,-45.5
3,28,-53.0
3,29,-45.0
3,38,-46.0
3,56,-44.5
3,57,-47.5
3,58,-43.0
3,60,-45.5
3,66,-44.0
3,72,-45.5
3,85,-47.5
3,87,-44.5
3,96,-42.5
3,99,-44.5
3,106,-44.5
3,112,-42.5
3,117,-43.0
3,123,-43.0
3,127,-43.0
3,131,-46.5
3,150,-45.0
3,163,-45.0
3,179,-44.5
3,187,-42.5
3,209,-45.0
3,218,-43.0
3,224,-43.0
3,226,-44.0
3,248,-44.0
3,296,-43.5
3,299,-43.5
3,302,-43.5
3,309,-43.5
3,321,-43.0
3,337,-42.5
3,399,-42.5
3,405,-42.5
3,417,-44.0
3,420,-43.5
3,531,-42.5
3,543,-43.5
3,544,-43.0
3,548,-44.0
3,554,-42.5
3,578,-42.5
3,585,-43.0
3,607,-43.5
3,612,-42.5
3,613,-43.5
3,614,-42.5
3,615,-43.0
3,632,-42.5
3,633,-42.5
3,655,-43.5
3,671,-43.0
3,693,-43.0
3,720,-42.5
3,732,-43.0
3,744,-42.5
3,760,-42.5
3,765,-42.5
3,804,-42.5
3,815,-42.5
3,824,-43.0
3,841,-42.5
3,842,-42.5
3,854,-42.5
3,866,-42.5
3,887,-42.5
3,899,-42.5
3,900,-42.5
3,912,-42.5
3,916,-42.5
3,917,-42.5
3,937,-42.5
3,957,-42.5
3,983,-42.5
4,5,-10.5
4,15,-13.0
4,70,-8.5
4,197,-8.5
4,220,-8.0
4,221,-7.0
4,251,-8.5
4,267,-8.5
4,310,-10.0
4,401,-7.5
4,405,-7.0
4,670,-7.0
4,775,-7.5
4,839,-7.0
4,881,-7.0
4,911,-7.0
6,7,-23.5
6,12,-13.0
6,45,-10.0
6,61,-9.0
6,139,-10.0
6,157,-9.5
6,247,-11.0
6,258,-12.0
6,260,-8.5
6,274,-9.0
6,319,-9.5
6,363,-10.0
6,366,-9.5
6,372,-8.5
6,492,-8.5
6,537,-9.0
6,619,-9.5
6,852,-8.5
6,910,-8.5
11,28,-15.5
11,40,-7.0
11,63,-9.0
11,225,-8.0
11,359,-6.0
11,362,-5.0
11,411,-5.5
11,442,-5.5
11,655,-6.0
11,683,-5.0
11,790,-5.0
11,878,-5.0
13,30,-6.5
13,71,-6.0
13,74,-6.0
13,93,-11.0
13,145,-5.5
13,171,-5.5
13,234,-6.0
13,287,-5.0
13,429,-5.5
13,496,-5.0
13,556,-5.0
18,10,-18.5
18,21,-20.5
18,44,-12.0
18,52,-13.0
18,56,-13.5
18,91,-15.0
18,130,-13.5
18,155,-14.5
18,194,-14.0
18,225,-14.5
18,228,-11.5
18,248,-13.0
18,282,-13.0
18,417,-13.0
18,418,-12.5
18,498,-15.0
18,564,-11.5
18,567,-11.5
18,601,-12.5
18,611,-12.0
18,662,-12.0
18,762,-11.5
18,763,-12.0
18,770,-11.5
18,844,-11.5
18,988,-11.5
94,28,-10.0
94,537,0.0
99,125,-1.5
99,217,-1.5
99,380,-1.0
99,473,-1.5
100,83,-4.5
100,710,0.5
114,16,-5.5
114,148,-3.0
114,159,-3.0
114,192,-3.0
114,395,-2.5
114,640,-1.5
161,9,-8.0
206,33,-5.0
257,22,-3.5
257,314,-3.0
257,566,-1.5
257,612,-1.0
257,848,-1.0
259,202,-2.5
259,279,-1.5
259,834,0.0
268,290,0.0
330,155,-2.5
330,506,0.0
347,247,-2.5
347,433,-1.0
347,820,0.0
369,27,-12.0
369,726,0.5
373,258,-2.5
384,36,-4.0
462,57,-5.5
462,464,-2.5
462,666,-0.5
462,718,-0.5
512,323,-3.5
512,558,-2.5
512,593,-3.5
512,647,-2.5
512,734,-2.0
512,781,-2.5
512,893,-2.0
536,423,0.0
536,950,0.5
559,279,-2.0
559,669,-0.5
559,678,-0.5
559,748,-0.5
560,210,-2.5
581,48,-2.0
581,716,0.5
606,98,-5.5
606,622,0.5
608,338,0.0
615,796,0.5
623,230,-2.0
623,641,-1.0
623,907,0.0
682,506,0.5
688,179,-1.0
719,493,0.0
739,37,-6.0
818,798,-0.5
818,925,0.0
818,990,0.0
831,266,-3.5
863,497,0.5
867,27,-11.5
908,535,-1.0
942,26,-1.0
944,168,-2.0
944,947,0.5
989,431,-1.0
7,8,-28.0
7,16,-18.0
7,17,-20.0
7,42,-16.5
7,54,-22.0
7,74,-15.5
7,76,-19.0
7,153,-15.5
7,168,-16.5
7,205,-14.5
7,215,-15.0
7,232,-16.5
7,264,-15.5
7,267,-15.5
7,285,-14.0
7,329,-15.5
7,350,-14.5
7,427,-14.0
7,555,-14.0
7,570,-14.0
7,589,-14.0
7,686,-14.0
7,765,-14.0
7,767,-14.5
7,795,-14.0
7,830,-14.0
7,838,-14.0
7,855,-14.0
7,869,-14.0
7,999,-14.0
9,14,-24.5
9,31,-16.0
9,73,-10.0
9,82,-11.0
9,117,-8.5
9,133,-12.5
9,191,-9.0
9,214,-8.5
9,218,-8.5
9,277,-11.0
9,334,-8.5
9,452,-8.5
9,550,-8.5
9,556,-8.5
9,663,-8.0
9,755,-8.5
9,885,-8.0
14,29,-18.0
14,32,-27.5
14,35,-20.5
14,45,-17.0
14,47,-25.0
14,53,-19.5
14,58,-16.0
14,73,-17.5
14,125,-16.0
14,131,-19.5
14,135,-20.0
14,142,-17.5
14,182,-15.5
14,361,-16.5
14,365,-16.0
14,391,-15.5
14,409,-15.5
14,423,-16.0
14,490,-17.0
14,496,-16.0
14,501,-15.5
14,550,-16.0
14,553,-15.5
14,618,-16.0
14,629,-16.5
14,707,-16.0
14,721,-16.0
14,756,-15.5
14,781,-16.0
14,792,-15.5
14,869,-15.5
14,883,-15.5
14,918,-15.5
19,20,-11.0
19,66,-5.0
19,138,-7.0
19,419,-3.5
19,441,-3.5
19,515,-3.5
19,783,-3.5
19,873,-3.5
19,952,-3.5
23,8,-16.5
23,158,-2.5
23,303,-2.5
23,322,-2.5
23,497,-3.0
23,545,-2.5
23,782,-3.0
23,972,-2.5
30,235,-2.0
30,313,-2.0
30,903,-1.0
30,940,-1.0
33,15,-11.0
33,37,-12.0
33,42,-7.5
33,61,-5.5
33,210,-8.5
33,442,-5.5
33,600,-5.0
33,650,-5.0
33,684,-5.0
33,759,-5.0
33,977,-5.0
33,999,-5.0
39,35,-9.5
39,51,-5.5
39,84,-7.0
39,126,-5.5
39,216,-7.0
39,249,-5.0
39,269,-6.5
39,435,-4.5
39,461,-5.0
39,833,-4.5
39,917,-4.5
39,922,-4.5
41,5,-5.0
41,69,-2.5
41,92,-4.0
41,250,-2.0
41,385,-2.0
41,778,-1.5
43,17,-8.5
43,77,-7.5
43,98,-8.5
43,150,-5.0
43,155,-5.5
43,211,-4.0
43,237,-5.0
43,752,-3.0
46,31,-8.0
46,146,-3.0
46,395,-1.0
50,29,-2.0
50,216,-2.0
57,83,-9.0
57,189,-5.5
57,413,-5.0
57,433,-5.0
57,446,-5.0
57,525,-4.0
57,634,-4.0
57,693,-4.5
57,747,-4.5
62,47,-8.5
88,8,-17.5
88,246,-3.5
88,255,-3.5
88,269,-5.5
88,439,-4.0
88,450,-3.5
88,699,-3.5
88,872,-3.5
88,924,-3.5
88,928,-3.5
93,95,-7.5
93,116,-9.5
93,170,-8.5
93,221,-5.5
93,245,-6.5
93,246,-5.5
93,338,-6.5
93,428,-5.5
93,514,-6.0
93,517,-5.5
93,698,-5.5
93,791,-5.5
93,958,-5.5
105,69,-5.0
105,141,-7.0
105,207,-6.0
105,224,-4.5
105,256,-5.5
105,326,-4.0
105,477,-4.0
105,480,-6.5
105,516,-4.5
105,636,-4.0
105,890,-4.5
118,838,0.5
136,49,-4.0
136,164,-4.5
136,400,-4.0
136,457,-2.5
136,481,-2.5
136,826,-2.5
136,837,-2.5
136,897,-2.5
184,40,-1.0
197,349,-1.5
197,542,-1.0
197,853,-1.0
223,170,-2.0
288,258,-3.5
288,552,-0.5
288,845,0.0
301,34,-1.5
301,321,0.0
333,98,-6.5
333,355,-1.0
333,425,-1.5
333,549,-0.5
377,111,-0.5
381,194,-2.5
381,509,0.0
381,635,-0.5
406,310,-2.5
406,621,0.5
436,361,0.0
447,332,-0.5
447,709,0.5
463,365,0.5
490,509,-0.5
490,806,-0.5
490,949,-0.5
563,47,-8.5
588,304,-1.5
628,504,-0.5
658,370,-1.5
702,646,-1.0
702,817,0.5
755,799,0.0
775,870,0.5
785,465,-0.5
20,22,-9.0
20,67,-7.5
20,89,-10.0
20,90,-8.5
20,115,-10.0
20,138,-10.0
20,192,-8.0
20,198,-6.5
20,226,-8.0
20,237,-9.0
20,422,-6.5
20,464,-8.5
20,530,-6.5
20,790,-6.5
20,843,-7.0
21,34,-10.0
21,176,-9.5
21,201,-9.0
21,230,-10.0
21,243,-9.0
21,297,-8.0
21,342,-9.0
21,376,-8.0
21,424,-8.0
21,452,-8.5
21,523,-8.0
21,609,-8.0
21,631,-8.5
21,777,-8.0
21,789,-8.0
21,911,-8.0
21,931,-8.0
21,932,-8.0
22,44,-2.0
22,65,-2.5
22,554,-1.5
22,921,-1.5
24,27,-26.0
24,55,-20.0
24,77,-18.5
24,107,-13.5
24,111,-15.0
24,133,-18.0
24,140,-17.0
24,143,-18.5
24,195,-13.5
24,198,-13.5
24,239,-13.5
24,270,-14.5
24,280,-14.0
24,357,-14.0
24,440,-13.5
24,465,-15.0
24,500,-13.5
24,501,-13.5
24,514,-14.0
24,521,-14.5
24,528,-14.0
24,534,-14.0
24,580,-13.5
24,598,-14.0
24,666,-13.5
24,726,-13.5
24,983,-13.5
24,986,-13.5
24,992,-13.5
36,15,-10.0
36,121,-7.0
36,162,-7.0
36,180,-7.5
36,183,-6.5
36,191,-5.0
36,278,-8.0
36,281,-4.0
36,283,-4.5
36,539,-4.5
65,122,0.0
65,620,0.0
68,5,-5.0
68,70,-3.0
68,201,-2.5
68,341,-2.0
68,407,-3.5
68,437,-1.5
86,82,-7.0
86,166,-5.0
86,308,-4.5
86,359,-5.0
86,486,-4.5
86,616,-4.0
86,795,-4.0
86,803,-4.0
86,809,-4.0
86,852,-4.0
86,905,-4.0
98,205,-5.5
98,276,-5.0
98,305,-5.5
98,408,-5.5
98,592,-5.0
98,616,-5.0
98,715,-5.0
98,801,-5.0
98,925,-5.0
98,954,-5.0
119,54,-8.0
119,213,-1.0
119,758,0.0
140,145,-3.5
140,149,-3.0
140,519,-2.5
140,630,-2.5
140,645,-2.5
140,743,-2.5
140,995,-2.5
156,27,-13.0
156,209,-3.0
156,318,-0.5
156,582,-0.5
172,59,-5.0
211,545,-0.5
211,741,-1.0
211,802,-0.5
262,8,-13.5
262,474,0.5
294,170,-5.0
294,312,-2.0
294,371,-2.5
294,547,-2.0
294,637,-2.0
294,756,-2.0
294,766,-2.0
357,632,0.5
392,155,-2.5
392,671,0.0
502,289,-2.5
502,634,0.0
502,638,-0.5
522,47,-8.5
533,55,-6.0
533,804,0.5
572,404,0.0
572,705,0.0
576,479,0.5
577,35,-5.5
577,653,-1.0
577,725,-0.5
577,982,-0.5
602,38,-2.5
654,446,0.0
800,613,0.0
813,394,0.0
913,624,0.5
5,10,-9.5
5,96,-2.5
5,286,-2.5
5,422,-2.5
5,639,-3.5
8,17,-19.0
8,25,-16.0
8,59,-19.0
8,60,-16.0
8,69,-14.0
8,78,-14.0
8,109,-15.5
8,115,-16.5
8,120,-16.5
8,170,-16.0
8,229,-15.5
8,299,-14.0
8,311,-14.0
8,312,-13.0
8,315,-13.5
8,376,-13.0
8,416,-13.0
8,603,-13.0
8,768,-13.0
8,858,-13.0
8,882,-13.0
8,884,-13.0
8,973,-13.0
8,975,-13.0
8,979,-13.0
10,26,-8.0
10,37,-13.0
10,254,-6.0
10,292,-7.0
10,338,-7.0
10,352,-6.0
10,438,-6.0
10,445,-6.0
10,449,-6.0
10,456,-6.0
10,630,-6.0
10,636,-6.0
10,847,-6.0
12,15,-9.5
12,52,-5.0
12,83,-8.5
12,194,-6.0
12,214,-4.0
12,324,-3.5
12,473,-4.0
12,520,-3.5
12,753,-3.5
16,121,-6.0
16,166,-4.0
16,174,-3.0
16,313,-4.0
16,344,-4.0
16,714,-3.0
16,868,-3.5
25,27,-14.5
25,31,-10.0
25,79,-2.0
25,137,-2.0
25,199,-3.0
25,825,-2.0
28,48,-12.0
28,54,-17.5
28,64,-9.5
28,124,-10.0
28,190,-10.0
28,255,-9.5
28,300,-9.5
28,320,-9.5
28,375,-9.5
28,393,-10.0
28,414,-9.5
28,458,-9.5
28,689,-9.5
28,711,-9.5
28,774,-9.5
28,778,-9.5
28,845,-9.5
28,895,-9.5
28,948,-9.5
28,998,-9.5
29,91,-5.0
29,275,-1.5
29,335,-2.5
29,862,-1.5
38,31,-10.5
38,63,-6.5
38,72,-5.5
38,92,-5.0
38,132,-5.0
38,189,-4.0
38,664,-2.5
56,154,-4.0
56,169,-1.0
56,179,-3.0
56,196,-2.5
58,524,0.5
60,79,-2.0
60,82,-5.0
60,195,-2.0
60,336,-2.5
60,488,-2.0
60,953,-2.0
66,106,-2.5
66,644,-1.0
66,960,-0.5
72,95,-4.0
72,104,-6.5
72,158,-2.0
72,222,-3.5
72,565,-2.5
72,779,-2.0
85,27,-16.5
85,274,-4.5
85,289,-6.5
85,327,-4.5
85,430,-4.5
85,492,-4.0
85,812,-4.0
85,843,-4.5
85,860,-4.5
85,902,-4.0
85,980,-4.0
87,17,-7.0
87,110,-6.0
87,167,-1.0
87,453,-1.5
87,507,-1.5
106,107,-1.0
106,233,-1.0
106,469,-1.0
106,896,-1.0
117,736,0.5
123,59,-5.5
123,730,0.5
127,81,-1.5
127,864,0.5
131,171,-4.0
131,443,-4.0
131,607,-4.0
131,631,-3.5
131,668,-3.0
131,723,-3.0
131,734,-3.0
131,970,-3.0
150,242,-1.5
150,351,-2.0
150,389,-1.5
150,444,-1.5
150,714,-1.5
163,151,-3.0
163,175,-3.0
163,309,-2.5
163,329,-3.0
163,653,-2.0
163,884,-1.5
179,491,-1.5
179,526,-1.0
179,695,-1.5
187,26,-1.0
209,283,-2.0
209,302,-2.5
209,387,-2.0
209,396,-1.5
209,484,-2.5
218,504,-1.0
224,285,0.5
226,343,-0.5
226,460,-2.0
226,893,-0.5
248,409,-0.5
248,690,-1.0
248,886,-0.5
296,192,-1.5
296,374,0.0
296,918,0.0
299,378,-0.5
299,679,0.0
302,306,-0.5
302,307,-0.5
309,724,0.0
309,969,0.0
321,667,0.5
337,292,0.0
399,108,0.5
417,626,-0.5
417,832,-0.5
417,923,-0.5
420,314,-2.0
420,829,0.0
420,835,0.0
531,95,-1.0
543,537,-0.5
543,570,0.0
543,590,0.0
544,225,-2.5
544,583,0.5
548,271,-1.0
548,597,-0.5
548,610,-0.5
548,953,-0.5
578,269,-1.0
585,207,-1.5
585,851,0.5
607,749,0.0
607,750,0.0
613,453,-0.5
613,621,0.0
614,593,-0.5
633,92,-1.5
655,915,0.0
655,984,0.0
671,805,0.5
693,931,0.5
720,245,0.0
732,59,-5.5
732,797,0.5
744,17,-5.0
760,31,-7.0
815,619,0.0
824,134,-2.5
824,951,0.0
841,415,0.5
842,535,-1.0
854,425,0.0
866,113,-4.0
887,73,-1.0
899,439,0.5
900,464,-1.0
912,556,0.5
916,767,0.5
937,784,0.5
957,222,-0.5
15,47,-14.5
15,59,-11.0
15,71,-6.5
15,173,-5.5
15,176,-6.5
15,254,-5.0
15,266,-9.5
15,412,-5.0
15,746,-5.0
15,768,-5.0
70,152,-2.0
70,186,-1.5
70,291,-0.5
220,115,-3.5
220,476,-0.5
220,505,-0.5
251,236,-2.0
251,258,-4.0
251,261,-1.0
251,687,-0.5
267,963,-0.5
267,976,-0.5
267,978,-0.5
310,295,-3.0
310,331,-2.5
310,397,-3.5
310,446,-3.0
310,594,-2.0
310,759,-2.0
401,35,-4.5
401,896,0.5
670,455,0.0
839,34,-1.0
881,397,-0.5
286,81,-1.0
639,31,-8.0
639,691,-0.5
639,847,0.0
45,49,-2.0
45,568,-1.5
45,651,-0.5
61,832,0.5
139,89,-4.0
139,303,-0.5
139,528,-1.0
139,647,-1.0
157,121,-3.0
157,370,-2.5
157,886,0.0
247,154,-4.5
247,252,-3.5
247,450,-1.5
247,451,-1.5
247,573,-2.5
258,317,-4.5
258,388,-2.5
258,637,-2.5
258,704,-2.5
258,761,-2.5
260,143,-4.0
274,706,0.5
319,143,-5.0
319,348,0.0
319,680,-0.5
363,48,-3.0
363,386,-0.5
363,421,-1.5
363,721,-1.0
366,32,-12.0
366,475,-1.5
366,985,0.0
372,225,-2.0
619,83,-5.0
619,656,0.0
910,635,0.5
17,26,-7.0
17,40,-7.0
17,53,-9.0
17,80,-6.5
17,113,-10.0
17,160,-6.0
17,240,-5.0
17,244,-5.0
17,856,-5.0
42,203,-1.5
42,315,-2.0
42,331,-2.0
42,665,-1.5
42,814,-1.5
54,84,-9.5
54,141,-10.0
54,142,-9.0
54,261,-7.5
54,277,-10.0
54,352,-7.0
54,353,-7.0
54,364,-8.0
54,382,-7.0
54,411,-7.5
54,459,-7.5
54,675,-7.0
54,692,-7.0
54,836,-7.0
54,909,-7.0
74,146,-3.5
74,284,-0.5
74,574,-0.5
76,75,-9.5
76,104,-8.5
76,180,-7.5
76,181,-4.5
76,263,-5.0
76,293,-6.0
76,584,-4.0
76,793,-4.0
76,810,-4.0
76,823,-4.0
76,955,-4.0
153,59,-6.5
153,222,-2.0
153,595,-1.5
153,807,-0.5
168,104,-6.0
168,253,-2.5
168,387,-2.0
168,397,-3.0
168,532,-1.5
205,737,0.5
215,51,-1.0
215,485,0.0
215,642,-0.5
232,193,-2.0
232,428,-1.5
232,510,-1.5
232,697,-2.5
232,788,-1.5
232,943,-1.5
264,92,-3.0
264,295,-1.5
264,774,-0.5
264,874,-1.5
329,368,-1.5
329,552,-1.0
329,604,-0.5
350,135,-4.0
350,692,0.5
427,214,0.5
555,298,0.0
589,27,-11.5
686,573,0.0
767,346,-1.5
830,680,0.5
855,498,-2.5
59,208,-7.0
59,459,-5.5
59,488,-5.0
59,499,-5.0
59,582,-5.0
59,663,-5.0
59,857,-5.5
59,996,-5.0
69,822,0.0
78,27,-12.5
78,177,-0.5
78,346,-2.0
109,103,-3.0
109,426,-1.5
109,444,-1.5
109,474,-1.5
109,594,-1.5
109,979,-1.5
115,236,-4.0
115,339,-3.0
115,469,-2.5
115,609,-2.5
115,724,-2.5
115,987,-2.5
120,53,-6.5
120,367,-2.5
120,568,-3.5
120,646,-4.0
120,789,-2.5
120,821,-2.5
120,825,-2.5
120,834,-2.5
170,193,-2.5
170,351,-2.5
170,728,-2.0
170,776,-2.0
229,202,-4.0
229,327,-2.0
229,649,-1.5
229,762,-1.5
229,771,-1.5
229,958,-1.5
311,47,-9.5
311,336,-0.5
311,451,0.0
315,365,0.0
416,146,-2.0
603,154,-2.0
858,498,-2.5
882,868,0.5
973,586,-1.0
975,397,-0.5
31,32,-19.0
31,81,-9.0
31,135,-11.5
31,202,-9.5
31,212,-8.5
31,244,-7.0
31,471,-7.0
31,505,-7.5
31,562,-7.5
31,684,-7.0
31,696,-7.0
31,905,-7.0
73,144,-1.0
73,651,-1.0
73,875,-1.5
82,178,-3.5
82,287,-2.5
82,792,-2.0
82,894,-2.0
82,934,-2.0
133,293,-5.5
133,328,-4.0
133,334,-4.0
133,353,-3.5
133,455,-4.5
133,535,-5.5
133,553,-3.5
133,794,-4.0
133,927,-3.5
191,791,0.0
191,964,0.0
277,354,-3.0
277,566,-2.5
277,596,-2.0
277,601,-3.0
277,704,-2.0
277,940,-2.0
334,479,0.0
452,738,0.5
550,861,-0.5
26,234,-2.5
26,457,-1.0
37,55,-12.5
37,64,-6.0
37,90,-8.0
37,116,-10.0
37,239,-6.0
37,250,-6.5
37,349,-7.0
37,547,-6.0
37,699,-6.0
37,722,-6.5
37,731,-6.0
37,742,-6.5
37,949,-6.0
292,47,-9.5
292,527,0.0
338,574,0.0
438,113,-4.0
445,256,-0.5
449,403,0.0
456,313,0.0
40,358,-1.0
40,471,-1.0
40,590,-1.0
63,122,-3.0
63,181,-3.5
63,414,-3.0
63,434,-4.0
63,665,-3.0
63,691,-3.5
63,766,-3.0
63,920,-3.0
225,486,-2.5
225,579,-2.0
225,709,-2.0
225,780,-2.0
359,906,-0.5
359,946,0.0
411,540,0.5
442,641,-0.5
683,535,-1.0
878,843,0.5
52,402,-0.5
52,874,-1.5
52,898,-0.5
83,144,-4.0
83,275,-4.0
83,322,-4.0
83,375,-4.0
83,400,-5.5
83,480,-6.5
83,850,-4.0
83,977,-4.0
194,429,-2.5
194,571,-1.5
194,876,-1.5
194,924,-1.5
324,216,-1.5
473,523,0.5
520,55,-5.5
753,498,-2.5
71,165,-0.5
71,219,-2.0
71,240,-0.5
145,342,-1.0
145,805,0.0
171,680,-0.5
171,914,0.0
234,443,-1.5
234,511,-1.0
234,643,-1.0
287,332,-0.5
429,769,0.0
429,950,0.0
496,584,0.5
32,75,-16.5
32,108,-11.5
32,124,-11.5
32,154,-14.0
32,173,-11.5
32,199,-12.0
32,212,-12.5
32,230,-13.0
32,300,-11.0
32,404,-11.5
32,437,-11.0
32,484,-12.0
32,489,-11.5
32,498,-14.5
32,499,-11.0
32,513,-11.0
32,557,-11.0
32,610,-11.0
32,672,-11.0
32,735,-11.0
32,837,-11.0
32,870,-11.0
32,880,-11.0
35,27,-16.5
35,129,-5.5
35,183,-6.5
35,233,-4.0
35,278,-8.0
35,346,-6.0
35,404,-4.5
35,408,-4.5
47,49,-10.0
47,89,-12.0
47,160,-9.5
47,203,-8.5
47,207,-10.5
47,281,-8.5
47,318,-8.5
47,340,-9.5
47,394,-9.5
47,461,-9.0
47,573,-9.5
47,689,-8.5
47,859,-8.5
47,955,-8.5
53,97,-4.0
53,102,-4.5
53,598,-3.5
53,627,-3.5
53,645,-3.0
53,875,-3.5
53,974,-3.0
125,272,0.5
135,151,-5.0
135,210,-7.0
135,410,-4.0
135,546,-3.5
135,551,-3.5
135,729,-3.5
135,877,-3.5
135,907,-3.5
142,412,-1.0
142,489,-1.5
142,638,-1.5
142,915,-1.0
182,154,-2.0
361,346,-2.0
361,569,0.0
391,289,-1.5
423,84,-2.0
618,339,0.0
618,730,0.5
629,166,-1.0
629,751,0.0
629,941,0.0
707,129,-1.0
707,929,0.5
721,991,0.5
781,812,0.5
883,263,0.0
173,741,0.0
176,317,-2.5
176,439,-1.0
176,579,-0.5
266,252,-5.5
266,316,-3.5
266,360,-4.0
266,379,-3.5
266,735,-3.5
266,769,-3.5
266,862,-3.5
266,928,-3.5
266,974,-3.5
746,327,0.5
121,134,-5.0
121,236,-3.5
121,271,-2.5
121,306,-2.5
121,506,-2.5
166,652,-1.0
174,104,-3.5
313,538,0.0
344,27,-12.5
344,529,0.0
344,865,-0.5
868,601,-0.5
80,27,-13.0
80,108,-1.0
80,290,-1.0
80,966,-0.5
113,27,-16.5
113,149,-4.5
113,151,-5.5
113,200,-4.0
113,252,-6.0
113,358,-4.0
113,364,-5.0
113,809,-4.0
113,827,-4.5
160,690,-0.5
160,770,0.0
856,400,-0.5
44,102,-1.0
91,101,-4.0
91,152,-4.0
91,241,-2.5
91,273,-4.0
91,295,-3.5
91,320,-2.5
91,368,-3.5
130,77,-6.0
130,143,-6.0
130,354,-2.0
130,410,-1.5
130,716,-1.0
155,175,-3.5
155,710,-2.0
155,798,-2.5
155,889,-2.0
228,222,-0.5
282,141,-3.5
282,478,-0.5
282,587,-0.5
282,747,-1.0
418,243,-1.0
418,475,-1.5
418,673,0.0
498,593,-4.0
498,626,-2.5
498,725,-2.5
498,754,-2.5
567,317,-1.0
601,788,0.0
611,465,-1.0
611,717,0.5
662,92,-2.0
662,871,0.5
763,487,-2.0
763,814,0.5
844,495,-0.5
988,336,0.5
138,279,-4.0
138,431,-4.5
138,458,-2.5
138,539,-3.0
138,617,-3.0
138,648,-3.0
138,757,-2.5
419,317,-1.0
441,323,-0.5
515,183,-1.5
783,192,-0.5
873,853,0.5
952,208,-1.0
67,55,-6.5
67,185,0.0
67,403,-1.0
89,103,-4.0
89,110,-7.5
89,196,-4.0
89,270,-3.5
89,660,-2.5
89,667,-2.5
90,426,-1.0
90,524,-1.0
90,587,-1.0
90,807,-1.0
192,742,-1.0
237,467,-2.0
237,482,-1.5
237,675,-1.5
237,784,-2.0
237,833,-1.5
464,493,-2.0
464,624,-1.5
464,757,-1.0
530,306,0.5
34,27,-13.5
34,235,-2.0
34,304,-3.5
201,289,-2.5
201,961,0.0
230,323,-2.5
230,491,-1.5
230,627,-1.5
243,208,-2.0
243,751,0.0
297,75,-4.5
342,345,-1.0
342,853,-0.5
424,104,-3.5
631,936,0.0
777,104,-3.5
932,593,-0.5
921,674,0.5
497,48,-2.0
782,641,-0.5
782,994,0.5
972,325,0.0
27,48,-14.0
27,51,-12.5
27,75,-17.0
27,137,-11.5
27,147,-11.5
27,164,-13.5
27,263,-12.5
27,379,-11.5
27,503,-12.0
27,513,-11.5
27,569,-11.5
27,586,-13.5
27,810,-11.5
27,960,-11.5
55,103,-7.0
55,128,-7.0
55,208,-7.5
55,335,-6.5
55,340,-6.5
55,526,-5.5
55,643,-6.0
55,657,-5.5
55,727,-5.5
55,787,-5.5
77,81,-6.0
77,177,-4.5
77,245,-5.0
77,276,-4.0
77,332,-5.0
77,390,-4.5
77,659,-4.0
77,892,-4.0
77,923,-4.0
